drug,metabolite,drug_name,metabolite_name,chembl_id,uniprot_id,bioactivity_type,bioactivity_drug,bioactivity_metabolite,relation_drug,relation_metabolite,source_drug,source_metabolite,source_lagom,logp_drug,logp_metabolite,tpsa_drug,tpsa_metabolite,logd_drug,logd_metabolite,target_classification,template r=0,subset
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,CAFFEINE,THEOBROMINE,CHEMBL251,P29274,pIC50,5.02,3.6,=,<,Both,Both,DrugBank,-1.03,-1.04,61.82,72.68,0.273,-0.275,membrane receptor  7tm1  smallmol  nucleotide-like receptor  adenosine receptor,C-[n;H0;D3;+0:1]>>[nH;D2;+0:1],DM- set
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O,CAFFEINE,AMBUPHYLLINE,CHEMBL251,P29274,pKd,5.26,5.44,=,=,BindingDB,BindingDB,DrugBank,-1.03,-1.04,61.82,72.68,0.273,-0.093,membrane receptor  7tm1  smallmol  nucleotide-like receptor  adenosine receptor,C-[n;H0;D3;+0:1]>>[nH;D2;+0:1],DM- set
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O,CAFFEINE,AMBUPHYLLINE,CHEMBL255,P29275,pKi,5.0,5.11,=,=,Both,BindingDB,DrugBank,-1.03,-1.04,61.82,72.68,0.273,-0.093,membrane receptor  7tm1  smallmol  nucleotide-like receptor  adenosine receptor,C-[n;H0;D3;+0:1]>>[nH;D2;+0:1],DM- set
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,VENLAFAXINE,DESVENLAFAXINE,CHEMBL222,P23975,pKi,5.85,5.86,=,=,BindingDB,Both,Both,3.04,2.73,32.7,43.7,1.621,1.293,transporter  electrochemical  slc  slc06,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,VENLAFAXINE,DESVENLAFAXINE,CHEMBL228,P31645,pKi,7.42,7.76,=,=,BindingDB,Both,Both,3.04,2.73,32.7,43.7,1.621,1.293,transporter  electrochemical  slc  slc06,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM+ set
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,MORPHINE,CODEINE,CHEMBL233,P35372,pKi,8.75,6.59,=,=,Both,BindingDB,DrugBank,1.2,1.5,52.93,41.93,0.915,0.897,membrane receptor  7tm1  peptide  short peptide  opioid receptor,[CH;D2;+0:1]=[CH;D2;+0:2]-[CH;D3;+0:3].[OH;D1;+0:4]>>[CH3;D1;+0:2]-[O;H0;D2;+0:4].[CH;D2;+0:1].[CH;D3;+0:3],DM- set
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,MORPHINE,CODEINE,CHEMBL236,P41143,pIC50,6.63,5.0,=,<,BindingDB,BindingDB,DrugBank,1.2,1.5,52.93,41.93,0.915,0.897,membrane receptor  7tm1  peptide  short peptide  opioid receptor,[CH;D2;+0:1]=[CH;D2;+0:2]-[CH;D3;+0:3].[OH;D1;+0:4]>>[CH3;D1;+0:2]-[O;H0;D2;+0:4].[CH;D2;+0:1].[CH;D3;+0:3],DM- set
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,MORPHINE,CODEINE,CHEMBL237,P41145,pKi,7.08,5.0,=,<,Both,BindingDB,DrugBank,1.2,1.5,52.93,41.93,0.915,0.897,membrane receptor  7tm1  peptide  short peptide  opioid receptor,[CH;D2;+0:1]=[CH;D2;+0:2]-[CH;D3;+0:3].[OH;D1;+0:4]>>[CH3;D1;+0:2]-[O;H0;D2;+0:4].[CH;D2;+0:1].[CH;D3;+0:3],DM- set
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1C5,MORPHINE,MORPHINE GLUCURONIDE,CHEMBL233,P35372,pKi,8.75,7.54,=,=,Both,BindingDB,Both,1.2,-0.89,52.93,149.15,0.915,0.647,membrane receptor  7tm1  peptide  short peptide  opioid receptor,[CH;D2;+0:1]=[CH;D2;+0:2]-[CH;D3;+0:3].[OH;D1;+0:4]>>[CH;D2;+0:1].[CH;D3;+0:3].[CH;D3;+0:2]-[O;H0;D2;+0:4],DM- set
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,CODEINE,MORPHINE,CHEMBL233,P35372,pKi,6.59,8.75,=,=,BindingDB,Both,Both,1.5,1.2,41.93,52.93,0.897,0.915,membrane receptor  7tm1  peptide  short peptide  opioid receptor,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM+ set
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,CODEINE,MORPHINE,CHEMBL236,P41143,pIC50,5.0,6.63,<,=,BindingDB,BindingDB,Both,1.5,1.2,41.93,52.93,0.897,0.915,membrane receptor  7tm1  peptide  short peptide  opioid receptor,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,CODEINE,MORPHINE,CHEMBL237,P41145,pKi,5.0,7.08,<,=,BindingDB,Both,Both,1.5,1.2,41.93,52.93,0.897,0.915,membrane receptor  7tm1  peptide  short peptide  opioid receptor,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM+ set
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,NORTRIPTYLINE,CHEMBL2041,P07949,pIC50,6.0,5.56,=,=,Both,Both,Both,4.17,3.83,3.24,12.03,3.575,3.58,enzyme  kinase  protein kinase  tk  ret,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,NORTRIPTYLINE,CHEMBL2035,P08912,pKi,7.71,7.01,=,=,BindingDB,BindingDB,Both,4.17,3.83,3.24,12.03,3.575,3.58,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,NORTRIPTYLINE,CHEMBL217,P14416,pKi,6.27,5.59,=,=,BindingDB,BindingDB,Both,4.17,3.83,3.24,12.03,3.575,3.58,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,NORTRIPTYLINE,CHEMBL245,P20309,pKi,7.65,7.3,=,=,BindingDB,BindingDB,Both,4.17,3.83,3.24,12.03,3.575,3.58,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,NORTRIPTYLINE,CHEMBL222,P23975,pKi,7.45,8.32,=,=,BindingDB,BindingDB,Both,4.17,3.83,3.24,12.03,3.575,3.58,transporter  electrochemical  slc  slc06,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,NORTRIPTYLINE,CHEMBL225,P28335,pKi,7.74,7.39,=,=,BindingDB,BindingDB,Both,4.17,3.83,3.24,12.03,3.575,3.58,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,NORTRIPTYLINE,CHEMBL228,P31645,pKi,8.28,7.27,=,=,Both,BindingDB,Both,4.17,3.83,3.24,12.03,3.575,3.58,transporter  electrochemical  slc  slc06,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,NORTRIPTYLINE,CHEMBL229,P35348,pKi,7.99,7.26,=,=,BindingDB,BindingDB,Both,4.17,3.83,3.24,12.03,3.575,3.58,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,NORTRIPTYLINE,CHEMBL231,P35367,pKi,9.05,8.14,=,=,BindingDB,BindingDB,Both,4.17,3.83,3.24,12.03,3.575,3.58,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,NORTRIPTYLINE,CHEMBL3371,P50406,pKi,7.02,6.67,=,=,BindingDB,BindingDB,Both,4.17,3.83,3.24,12.03,3.575,3.58,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,NORTRIPTYLINE,CHEMBL238,Q01959,pKi,5.4,5.72,=,=,BindingDB,BindingDB,Both,4.17,3.83,3.24,12.03,3.575,3.58,transporter  electrochemical  slc  slc06,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,O=C(O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21,BENAZEPRIL,BENAZEPRILAT,CHEMBL1808,P12821,pIC50,8.77,8.58,=,=,BindingDB,Both,DrugBank,2.57,2.09,95.94,106.94,2.038,1.536,enzyme  protease  metallo  mae  m2,C-C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM+ set
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,HYDROXYZINE,CETIRIZINE,CHEMBL231,P35367,pKi,8.77,7.76,=,=,Both,Both,DrugBank,3.06,3.15,35.94,53.01,3.026,2.515,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,[CH2;D2;+0:1]-[O;H0;D2;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[OH;D1;+0:5]>>[CH2;D2;+0:1].[CH2;D2;+0:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[OH;D1;+0:2],DM- set
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,TESTOSTERONE,ANDROSTENEDIONE,CHEMBL3305,P04278,pKd,9.2,7.46,=,=,Both,Both,Both,3.88,4.09,37.3,34.14,3.211,2.947,secreted,[CH;D3;+0:1]-[OH;D1;+0:2]>>[C;H0;D3;+0:1]=[O;H0;D1;+0:2],DM- set
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,TESTOSTERONE,ANDROSTENEDIONE,CHEMBL1978,P11511,pKi,6.22,7.64,=,=,Both,Both,Both,3.88,4.09,37.3,34.14,3.211,2.947,enzyme  cytochrome p450  cyp_19  cyp_19a  cyp_19a1,[CH;D3;+0:1]-[OH;D1;+0:2]>>[C;H0;D3;+0:1]=[O;H0;D1;+0:2],DM+ set
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,ASTEMIZOLE,TECASTEMIZOLE,CHEMBL240,Q12809,pIC50,8.18,7.55,=,=,Both,Both,DrugBank,5.35,3.39,42.32,41.88,4.005,3.118,ion channel  vgc  k  vg k,C-O-c1:c:c:c(-C-C-[N;H0;D3;+0:1]):c:c:1>>[NH;D2;+0:1],DM- set
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,HYDROCORTISONE,CORTISONE,CHEMBL3305,P04278,pKd,6.2,6.43,=,=,Both,ChEMBL,DrugBank,1.78,1.99,94.83,91.67,1.849,1.45,secreted,[CH;D3;+0:1]-[OH;D1;+0:2]>>[C;H0;D3;+0:1]=[O;H0;D1;+0:2],DM- set
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,Nc1ccc(O)c(C(=O)O)c1,SULFASALAZINE,MESALAMINE,CHEMBL1075149,Q9UPY5,pIC50,6.8,3.0,=,<,Both,BindingDB,DrugBank,3.7,0.67,141.31,83.55,1.96,1.093,transporter  electrochemical  slc  slc03 and slc07  slc07,O=S(=O)(-N-c1:c:c:c:c:n:1)-c1:c:c:c(-N=[N;H0;D2;+0:1]):c:c:1>>[NH2;D1;+0:1],DM- set
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,SULFASALAZINE,SULFAPYRIDINE,CHEMBL205,P00918,pKi,5.06,6.46,=,=,Both,BindingDB,DrugBank,3.7,1.46,141.31,85.08,1.96,1.01,enzyme  lyase,O-C(=O)-c1:c:c(-N=[N;H0;D2;+0:1]):c:c:c:1-O>>[NH2;D1;+0:1],DM- set
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,SULFASALAZINE,SULFAPYRIDINE,CHEMBL1075149,Q9UPY5,pIC50,6.8,3.0,=,<,Both,BindingDB,DrugBank,3.7,1.46,141.31,85.08,1.96,1.01,transporter  electrochemical  slc  slc03 and slc07  slc07,O-C(=O)-c1:c:c(-N=[N;H0;D2;+0:1]):c:c:c:1-O>>[NH2;D1;+0:1],DM- set
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,HYDROCODONE,HYDROMORPHONE,CHEMBL233,P35372,pKi,8.02,9.55,=,=,BindingDB,BindingDB,Both,1.93,1.63,38.77,49.77,1.363,1.273,membrane receptor  7tm1  peptide  short peptide  opioid receptor,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM+ set
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,HYDROCODONE,HYDROMORPHONE,CHEMBL237,P41145,pKi,6.59,8.55,=,=,BindingDB,BindingDB,Both,1.93,1.63,38.77,49.77,1.363,1.273,membrane receptor  7tm1  peptide  short peptide  opioid receptor,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM+ set
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,FENOFIBRATE,FENOFIBRIC ACID,CHEMBL5421,P07148,pKi,7.82,6.56,=,=,BindingDB,BindingDB,DrugBank,4.68,3.81,52.6,63.6,4.251,2.708,auxiliary transport protein  fabp,C-C(-C)-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,FENOFIBRATE,FENOFIBRIC ACID,CHEMBL239,Q07869,pIC50,6.0,5.0,=,<,ChEMBL,ChEMBL,DrugBank,4.68,3.81,52.6,63.6,4.251,2.708,transcription factor  nuclear receptor  nr1  nr1c  nr1c1,C-C(-C)-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,NEFAZODONE,CHLOROPHENYLPIPERAZINE,CHEMBL6020,O95342,pIC50,5.19,3.88,=,<,ChEMBL,ChEMBL,Both,3.55,1.75,55.53,15.27,3.693,1.84,transporter  ntpase  atp binding cassette  mdr,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C-O-c1:c:c:c:c:c:1>>[NH;D2;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,NEFAZODONE,CHLOROPHENYLPIPERAZINE,CHEMBL217,P14416,pKi,6.09,5.0,=,<,Both,Both,Both,3.55,1.75,55.53,15.27,3.693,1.84,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C-O-c1:c:c:c:c:c:1>>[NH;D2;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,NEFAZODONE,CHLOROPHENYLPIPERAZINE,CHEMBL222,P23975,pKi,6.23,5.54,=,=,Both,BindingDB,Both,3.55,1.75,55.53,15.27,3.693,1.84,transporter  electrochemical  slc  slc06,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C-O-c1:c:c:c:c:c:1>>[NH;D2;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,NEFAZODONE,CHLOROPHENYLPIPERAZINE,CHEMBL1983,P28221,pKi,6.91,6.34,=,=,ChEMBL,BindingDB,Both,3.55,1.75,55.53,15.27,3.693,1.84,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C-O-c1:c:c:c:c:c:1>>[NH;D2;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,NEFAZODONE,CHLOROPHENYLPIPERAZINE,CHEMBL1898,P28222,pKi,6.58,6.7,=,=,ChEMBL,BindingDB,Both,3.55,1.75,55.53,15.27,3.693,1.84,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C-O-c1:c:c:c:c:c:1>>[NH;D2;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,NEFAZODONE,CHLOROPHENYLPIPERAZINE,CHEMBL224,P28223,pKi,7.81,7.15,=,=,ChEMBL,ChEMBL,Both,3.55,1.75,55.53,15.27,3.693,1.84,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C-O-c1:c:c:c:c:c:1>>[NH;D2;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,NEFAZODONE,CHLOROPHENYLPIPERAZINE,CHEMBL225,P28335,pKi,7.09,7.55,=,=,Both,Both,Both,3.55,1.75,55.53,15.27,3.693,1.84,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C-O-c1:c:c:c:c:c:1>>[NH;D2;+0:1],DM+ set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,NEFAZODONE,CHLOROPHENYLPIPERAZINE,CHEMBL228,P31645,pKi,6.52,6.55,=,=,Both,Both,Both,3.55,1.75,55.53,15.27,3.693,1.84,transporter  electrochemical  slc  slc06,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C-O-c1:c:c:c:c:c:1>>[NH;D2;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,NEFAZODONE,CHLOROPHENYLPIPERAZINE,CHEMBL3155,P34969,pKi,7.15,6.7,=,=,ChEMBL,Both,Both,3.55,1.75,55.53,15.27,3.693,1.84,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C-O-c1:c:c:c:c:c:1>>[NH;D2;+0:1],DM- set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,NEFAZODONE,CHLOROPHENYLPIPERAZINE,CHEMBL229,P35348,pKi,7.48,7.01,=,=,Both,BindingDB,Both,3.55,1.75,55.53,15.27,3.693,1.84,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C-O-c1:c:c:c:c:c:1>>[NH;D2;+0:1],DM+ set
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,NEFAZODONE,CHLOROPHENYLPIPERAZINE,CHEMBL3371,P50406,pKi,5.95,5.7,=,=,ChEMBL,Both,Both,3.55,1.75,55.53,15.27,3.693,1.84,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,C-C-c1:n:n(-C-C-C-[N;H0;D3;+0:1]):c(=O):n:1-C-C-O-c1:c:c:c:c:c:1>>[NH;D2;+0:1],DM- set
NC(Cc1ccc(O)c(O)c1)C(=O)O,NCCc1ccc(O)c(O)c1,LEVODOPA,DOPAMINE,CHEMBL1892,Q04609,pIC50,6.5,4.0,=,<,BindingDB,BindingDB,DrugBank,0.05,0.6,103.78,66.48,-0.512,-0.247,enzyme  protease  metallo  mh  m28  m28b,O-C(=O)-[CH;D3;+0:1]>>[CH2;D2;+0:1],DM- set
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,TESTOSTERONE PROPIONATE,TESTOSTERONE,CHEMBL1871,P10275,pKi,9.6,8.02,=,=,BindingDB,BindingDB,DrugBank,4.84,3.88,43.37,37.3,3.39,3.211,transcription factor  nuclear receptor  nr3  nr3c  nr3c4,C-C-C(=O)-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
CNC(C)Cc1ccccc1,CC(N)Cc1ccccc1,METHAMPHETAMINE,AMPHETAMINE,CHEMBL222,P23975,pKi,7.91,8.15,=,=,BindingDB,BindingDB,Both,1.84,1.58,12.03,26.02,1.514,1.554,transporter  electrochemical  slc  slc06,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM+ set
CCOc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,PHENACETIN,ACETAMINOPHEN,CHEMBL3356,P05177,pIC50,7.77,4.6,=,<,Both,BindingDB,Both,2.04,1.35,38.33,49.33,1.692,0.725,enzyme  cytochrome p450  cyp_1  cyp_1a  cyp_1a2,C-C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,FLUOXETINE,SEPROXETINE,CHEMBL2035,P08912,pKi,5.57,5.66,=,=,BindingDB,BindingDB,Both,4.44,4.17,21.26,35.25,3.277,3.168,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM- set
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,FLUOXETINE,SEPROXETINE,CHEMBL245,P20309,pKi,6.0,6.12,=,=,BindingDB,BindingDB,Both,4.44,4.17,21.26,35.25,3.277,3.168,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM- set
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,FLUOXETINE,SEPROXETINE,CHEMBL222,P23975,pKi,6.08,5.42,=,=,Both,BindingDB,Both,4.44,4.17,21.26,35.25,3.277,3.168,transporter  electrochemical  slc  slc06,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM- set
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,FLUOXETINE,SEPROXETINE,CHEMBL225,P28335,pKi,6.84,6.63,=,=,Both,BindingDB,Both,4.44,4.17,21.26,35.25,3.277,3.168,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM- set
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,FLUOXETINE,SEPROXETINE,CHEMBL228,P31645,pKi,8.5,7.92,=,=,Both,BindingDB,Both,4.44,4.17,21.26,35.25,3.277,3.168,transporter  electrochemical  slc  slc06,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM- set
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,FLUOXETINE,SEPROXETINE,CHEMBL229,P35348,pKi,5.65,5.41,=,=,BindingDB,BindingDB,Both,4.44,4.17,21.26,35.25,3.277,3.168,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM- set
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,FLUOXETINE,SEPROXETINE,CHEMBL231,P35367,pKi,5.61,5.0,=,<,BindingDB,BindingDB,Both,4.44,4.17,21.26,35.25,3.277,3.168,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM- set
