drug,metabolite,drug_name,metabolite_name,chembl_id,uniprot_id,bioactivity_type,bioactivity_drug,bioactivity_metabolite,relation_drug,relation_metabolite,source_drug,source_metabolite,source_lagom,logp_drug,logp_metabolite,tpsa_drug,tpsa_metabolite,logd_drug,logd_metabolite,target_classification,template r=0,subset
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,CN1C2CCCC1CC(NC(=O)c1nn(C)c3cccc(O)c13)C2,GRANISETRON,N/A,CHEMBL1899,P46098,pKi,8.69,9.77,=,=,BindingDB,BindingDB,MetXBioDB,2.32,2.02,50.16,70.39,1.696,1.744,ion channel  lgic  5ht3,[cH;D2;+0:1]>>[c;H0;D3;+0:1],DM+ set
COc1ccc(C=C2CCCN=C2c2cccnc2)c(OC)c1,COc1cc(O)ccc1C=C1CCCN=C1c1cccnc1,GTS-21,N/A,CHEMBL2492,P36544,pKd,6.8,7.64,=,=,BindingDB,BindingDB,MetXBioDB,3.77,3.46,43.71,54.71,3.111,2.821,ion channel  lgic  ach  chrn alpha,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM+ set
CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,IMIPRAMINE,DESIPRAMINE,CHEMBL5685,O15245,pIC50,5.1,5.04,=,=,BindingDB,BindingDB,MetXBioDB,3.88,3.53,6.48,15.27,3.756,3.693,transporter  electrochemical  slc  slc22,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,IMIPRAMINE,DESIPRAMINE,CHEMBL2035,P08912,pKi,7.08,6.84,=,=,BindingDB,BindingDB,MetXBioDB,3.88,3.53,6.48,15.27,3.756,3.693,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,IMIPRAMINE,DESIPRAMINE,CHEMBL217,P14416,pKi,6.16,5.63,=,=,BindingDB,BindingDB,MetXBioDB,3.88,3.53,6.48,15.27,3.756,3.693,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,IMIPRAMINE,DESIPRAMINE,CHEMBL245,P20309,pKi,7.22,6.68,=,=,BindingDB,BindingDB,MetXBioDB,3.88,3.53,6.48,15.27,3.756,3.693,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,IMIPRAMINE,DESIPRAMINE,CHEMBL222,P23975,pKi,7.29,8.64,=,=,BindingDB,Both,MetXBioDB,3.88,3.53,6.48,15.27,3.756,3.693,transporter  electrochemical  slc  slc06,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,IMIPRAMINE,DESIPRAMINE,CHEMBL225,P28335,pKi,6.81,6.46,=,=,BindingDB,BindingDB,MetXBioDB,3.88,3.53,6.48,15.27,3.756,3.693,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,IMIPRAMINE,DESIPRAMINE,CHEMBL228,P31645,pKi,8.41,7.35,=,=,Both,Both,MetXBioDB,3.88,3.53,6.48,15.27,3.756,3.693,transporter  electrochemical  slc  slc06,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,IMIPRAMINE,DESIPRAMINE,CHEMBL229,P35348,pKi,7.49,7.32,=,=,BindingDB,BindingDB,MetXBioDB,3.88,3.53,6.48,15.27,3.756,3.693,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM+ set
CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,IMIPRAMINE,DESIPRAMINE,CHEMBL231,P35367,pKi,7.81,7.07,=,=,Both,BindingDB,MetXBioDB,3.88,3.53,6.48,15.27,3.756,3.693,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,IMIPRAMINE,DESIPRAMINE,CHEMBL240,Q12809,pIC50,5.47,5.85,=,=,Both,Both,MetXBioDB,3.88,3.53,6.48,15.27,3.756,3.693,ion channel  vgc  k  vg k,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,N/A,CARBOXYLIC ACID METABOLITE,CHEMBL227,P30556,pIC50,8.26,8.7,=,=,BindingDB,Both,MetXBioDB,4.27,4.47,92.51,109.58,2.845,2.712,membrane receptor  7tm1  peptide  short peptide  angiotensin receptor,[CH2;D2;+0:1]-[OH;D1;+0:2]>>[C;H0;D3;+0:1]=[O;H0;D1;+0:2],DM+ set
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,CCOC(=O)C1(c2ccccc2)CCNCC1,MEPERIDINE,NORMEPERIDINE,CHEMBL233,P35372,pIC50,6.5,5.96,=,=,BindingDB,BindingDB,MetXBioDB,2.21,1.87,29.54,38.33,2.283,1.906,membrane receptor  7tm1  peptide  short peptide  opioid receptor,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)C(=O)Oc2ccc(O)cc2)cc1,MURAGLITAZAR,N/A,CHEMBL235,P37231,pIC50,6.62,4.82,=,<,Both,BindingDB,MetXBioDB,5.37,5.06,111.33,122.33,3.165,2.789,transcription factor  nuclear receptor  nr1  nr1c  nr1c3,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3CO)cc2)cc1,MURAGLITAZAR,N/A,CHEMBL235,P37231,pIC50,6.62,4.82,=,<,Both,BindingDB,MetXBioDB,5.37,4.55,111.33,131.56,3.165,2.901,transcription factor  nuclear receptor  nr1  nr1c  nr1c3,[CH3;D1;+0:1]>>[CH2;D2;+0:1],DM- set
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccc(O)cc4)oc3C)cc2)cc1,MURAGLITAZAR,N/A,CHEMBL235,P37231,pIC50,6.62,5.69,=,=,Both,BindingDB,MetXBioDB,5.37,5.07,111.33,131.56,3.165,2.795,transcription factor  nuclear receptor  nr1  nr1c  nr1c3,[cH;D2;+0:1]>>[c;H0;D3;+0:1],DM- set
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(O)cc2)cc1,MURAGLITAZAR,N/A,CHEMBL235,P37231,pIC50,6.62,4.82,=,<,Both,BindingDB,MetXBioDB,5.37,2.49,111.33,96.3,3.165,1.658,transcription factor  nuclear receptor  nr1  nr1c  nr1c3,C-c1:o:c(-c2:c:c:c:c:c:2):n:c:1-C-C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,PERAZINE,N/A,CHEMBL6136,O60341,pIC50,6.04,5.95,=,=,Both,Both,MetXBioDB,3.93,3.58,9.72,18.51,3.79,3.67,epigenetic regulator  eraser  kdm  lsd,C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,PROGESTERONE,HYDROXYPROGESTERONE,CHEMBL3305,P04278,pKd,6.94,7.0,=,=,Both,Both,MetXBioDB,4.72,3.84,34.14,54.37,3.458,3.048,secreted,[C;H0;D3;+0:1]=[O;H0;D1;+0:2].[CH;D3;+0:3]>>[C;H0;D3;+0:1].[C;H0;D4;+0:3]-[OH;D1;+0:2],DM+ set
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2cc(O)ccc12,RUTAECARPINE,N/A,CHEMBL1827,O76074,pIC50,5.91,5.87,=,=,Both,Both,MetXBioDB,3.1,2.81,50.68,70.91,2.998,2.769,enzyme  phosphodiesterase  pde_5  pde_5a,[cH;D2;+0:1]>>[c;H0;D3;+0:1],DM- set
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccc(O)cc12,RUTAECARPINE,N/A,CHEMBL2231,P04798,pIC50,6.59,5.59,=,=,BindingDB,Both,MetXBioDB,3.1,2.81,50.68,70.91,2.998,2.7,enzyme  cytochrome p450  cyp_1  cyp_1a  cyp_1a1,[cH;D2;+0:1]>>[c;H0;D3;+0:1],DM- set
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccc(O)cc12,RUTAECARPINE,N/A,CHEMBL3356,P05177,pIC50,7.66,5.59,=,=,BindingDB,Both,MetXBioDB,3.1,2.81,50.68,70.91,2.998,2.7,enzyme  cytochrome p450  cyp_1  cyp_1a  cyp_1a2,[cH;D2;+0:1]>>[c;H0;D3;+0:1],DM- set
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccc(O)cc12,RUTAECARPINE,N/A,CHEMBL4878,Q16678,pIC50,7.26,7.05,=,=,Both,Both,MetXBioDB,3.1,2.81,50.68,70.91,2.998,2.7,enzyme  cytochrome p450  cyp_1  cyp_1b  cyp_1b1,[cH;D2;+0:1]>>[c;H0;D3;+0:1],DM+ set
O=C(O)c1ccccc1O,O=C(O)c1cc(O)ccc1O,SALCOLEX,GENTISIC ACID,CHEMBL3242,O43570,pKi,5.06,5.14,=,=,Both,Both,MetXBioDB,1.09,0.8,57.53,77.76,1.871,1.284,enzyme  lyase,[cH;D2;+0:1]:[c;H0;D3;+0:2]:[c;H0;D3;+0:3]:[cH;D2;+0:4]:[cH;D2;+0:5]>>[c;H0;D3;+0:1]:[c;H0;D3;+0:2]:[cH;D2;+0:4]:[c;H0;D3;+0:3]:[cH;D2;+0:5],DM- set
O=C(O)c1ccccc1O,O=C(O)c1cc(O)ccc1O,SALCOLEX,GENTISIC ACID,CHEMBL261,P00915,pKi,5.0,5.38,=,=,Both,Both,MetXBioDB,1.09,0.8,57.53,77.76,1.871,1.284,enzyme  lyase,[cH;D2;+0:1]:[c;H0;D3;+0:2]:[c;H0;D3;+0:3]:[cH;D2;+0:4]:[cH;D2;+0:5]>>[c;H0;D3;+0:1]:[c;H0;D3;+0:2]:[cH;D2;+0:4]:[c;H0;D3;+0:3]:[cH;D2;+0:5],DM- set
O=C(O)c1ccccc1O,O=C(O)c1cc(O)ccc1O,SALCOLEX,GENTISIC ACID,CHEMBL205,P00918,pKi,5.15,5.39,=,=,Both,Both,MetXBioDB,1.09,0.8,57.53,77.76,1.871,1.284,enzyme  lyase,[cH;D2;+0:1]:[c;H0;D3;+0:2]:[c;H0;D3;+0:3]:[cH;D2;+0:4]:[cH;D2;+0:5]>>[c;H0;D3;+0:1]:[c;H0;D3;+0:2]:[cH;D2;+0:4]:[c;H0;D3;+0:3]:[cH;D2;+0:5],DM- set
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,MESORIDAZINE,THIORIDAZINE,CHEMBL2035,P08912,pKi,7.22,7.89,=,=,BindingDB,BindingDB,MetXBioDB,4.9,5.89,29.54,6.48,3.142,4.211,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,[O-]-[S+;H0;D3:1]>>[S;H0;D2;+0:1],DM+ set
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,MESORIDAZINE,THIORIDAZINE,CHEMBL245,P20309,pKi,7.05,7.67,=,=,BindingDB,BindingDB,MetXBioDB,4.9,5.89,29.54,6.48,3.142,4.211,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,[O-]-[S+;H0;D3:1]>>[S;H0;D2;+0:1],DM+ set
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,MESORIDAZINE,THIORIDAZINE,CHEMBL219,P21917,pKi,8.04,8.43,=,=,BindingDB,BindingDB,MetXBioDB,4.9,5.89,29.54,6.48,3.142,4.211,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,[O-]-[S+;H0;D3:1]>>[S;H0;D2;+0:1],DM+ set
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,MESORIDAZINE,THIORIDAZINE,CHEMBL229,P35348,pKi,8.7,8.3,=,=,BindingDB,BindingDB,MetXBioDB,4.9,5.89,29.54,6.48,3.142,4.211,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,[O-]-[S+;H0;D3:1]>>[S;H0;D2;+0:1],DM+ set
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,MESORIDAZINE,THIORIDAZINE,CHEMBL231,P35367,pKi,8.74,7.77,=,=,BindingDB,BindingDB,MetXBioDB,4.9,5.89,29.54,6.48,3.142,4.211,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,[O-]-[S+;H0;D3:1]>>[S;H0;D2;+0:1],DM- set
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,MESORIDAZINE,THIORIDAZINE,CHEMBL3371,P50406,pKi,6.42,7.2,=,=,BindingDB,BindingDB,MetXBioDB,4.9,5.89,29.54,6.48,3.142,4.211,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,[O-]-[S+;H0;D3:1]>>[S;H0;D2;+0:1],DM+ set
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,MESORIDAZINE,THIORIDAZINE,CHEMBL240,Q12809,pIC50,6.47,7.08,=,=,Both,Both,MetXBioDB,4.9,5.89,29.54,6.48,3.142,4.211,ion channel  vgc  k  vg k,[O-]-[S+;H0;D3:1]>>[S;H0;D2;+0:1],DM+ set
NCCc1ccc(O)cc1,NCCc1ccc(O)c(O)c1,TYRAMINE,DOPAMINE,CHEMBL5857,Q96RJ0,pKi,7.47,6.37,=,=,BindingDB,BindingDB,MetXBioDB,0.89,0.6,46.25,66.48,0.245,-0.247,membrane receptor  7tm1  smallmol  monoamine receptor  trace amine receptor,[cH;D2;+0:1]>>[c;H0;D3;+0:1],DM- set
O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2ccccc12,DOLASETRON,MDL-74156,CHEMBL240,Q12809,pIC50,5.22,5.23,=,=,Both,BindingDB,MetXBioDB,2.52,2.31,62.4,65.56,2.282,2.43,ion channel  vgc  k  vg k,[C;H0;D3;+0:1]=[O;H0;D1;+0:2]>>[CH;D3;+0:1]-[OH;D1;+0:2],DM- set
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,RUPATADINE,DESLORATADINE,CHEMBL231,P35367,pKi,8.4,8.87,=,=,Both,Both,MetXBioDB,5.63,4.02,29.02,24.92,3.77,2.948,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,C-c1:c:n:c:c(-C-[N;H0;D3;+0:1]):c:1>>[NH;D2;+0:1],DM+ set
CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,CCC1CC2CC3c4[nH]c5ccc(O)cc5c4CCN(C2)C13,IBOGAINE,NORIBOGAINE,CHEMBL228,P31645,pIC50,6.3,6.55,=,=,BindingDB,BindingDB,MetXBioDB,3.94,3.63,28.26,39.26,3.247,2.972,transporter  electrochemical  slc  slc06,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,CCC1CC2CC3c4[nH]c5ccc(O)cc5c4CCN(C2)C13,IBOGAINE,NORIBOGAINE,CHEMBL237,P41145,pKi,5.57,6.14,=,=,BindingDB,BindingDB,MetXBioDB,3.94,3.63,28.26,39.26,3.247,2.972,membrane receptor  7tm1  peptide  short peptide  opioid receptor,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,HYDROXYPROGESTERONE,CORTODOXONE,CHEMBL3305,P04278,pKd,7.0,7.44,=,=,Both,Both,MetXBioDB,3.84,2.81,54.37,74.6,3.048,2.733,secreted,[CH3;D1;+0:1]>>[CH2;D2;+0:1],DM+ set
COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,COc1c(OC2OC(C(=O)O)C(O)C(O)C2O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,WOGONIN,N/A,CHEMBL6136,O60341,pIC50,5.05,5.53,=,=,Both,Both,MetXBioDB,2.88,0.45,79.9,176.12,2.792,1.457,epigenetic regulator  eraser  kdm  lsd,[OH;D1;+0:1].[cH;D2;+0:2]:[cH;D2;+0:3]:[cH;D2;+0:4]>>[CH;D3;+0:3]-[O;H0;D2;+0:1].[cH;D2;+0:2].[cH;D2;+0:4],DM- set
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,ACEMETACIN,INDOMETHACIN,CHEMBL221,P23219,pIC50,8.0,6.94,=,=,Both,Both,DrugBank,3.47,3.93,94.83,68.53,2.554,2.668,enzyme  reductase,O-C(=O)-C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,ACEMETACIN,INDOMETHACIN,CHEMBL230,P35354,pIC50,8.0,6.28,=,=,Both,Both,DrugBank,3.47,3.93,94.83,68.53,2.554,2.668,enzyme  reductase,O-C(=O)-C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,INDOMETHACIN,N/A,CHEMBL230,P35354,pIC50,6.28,5.3,=,=,Both,Both,Both,3.93,3.62,68.53,79.53,2.668,2.353,enzyme  reductase,C-[O;H0;D2;+0:1]>>[OH;D1;+0:1],DM- set
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2[nH]c(C)c(CC(=O)O)c2c1,INDOMETHACIN,DESCHLOROBENZOYL INDOMETHACIN,CHEMBL4681,P42330,pIC50,5.65,4.0,=,<,Both,Both,DrugBank,3.93,2.11,68.53,62.32,2.668,1.784,enzyme  reductase,Cl-c1:c:c:c(-C(=O)-[n;H0;D3;+0:1]):c:c:1>>[nH;D2;+0:1],DM- set
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,TERFENADINE,FEXOFENADINE,CHEMBL231,P35367,pKi,7.96,7.53,=,=,BindingDB,Both,DrugBank,6.45,5.51,43.7,81.0,4.495,3.197,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,[C;H0;D4;+0:1]-[OH;D1;+0:2].[CH3;D1;+0:3]>>[C;H0;D3;+0:3]=[O;H0;D1;+0:2].[C;H0;D4;+0:1],DM+ set
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,TERFENADINE,FEXOFENADINE,CHEMBL3491,P51589,pIC50,5.84,4.3,=,<,ChEMBL,ChEMBL,DrugBank,6.45,5.51,43.7,81.0,4.495,3.197,enzyme,[C;H0;D4;+0:1]-[OH;D1;+0:2].[CH3;D1;+0:3]>>[C;H0;D3;+0:3]=[O;H0;D1;+0:2].[C;H0;D4;+0:1],DM- set
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,TERFENADINE,FEXOFENADINE,CHEMBL240,Q12809,pIC50,6.95,4.0,=,<,Both,BindingDB,DrugBank,6.45,5.51,43.7,81.0,4.495,3.197,ion channel  vgc  k  vg k,[C;H0;D4;+0:1]-[OH;D1;+0:2].[CH3;D1;+0:3]>>[C;H0;D3;+0:3]=[O;H0;D1;+0:2].[C;H0;D4;+0:1],DM- set
Nc1c2c(nc3ccccc13)CCCC2,Nc1c2c(nc3ccccc13)C(O)CCC2,TACRINE,N/A,CHEMBL220,P22303,pIC50,6.71,6.3,=,=,Both,BindingDB,DrugBank,2.7,2.19,38.91,59.14,2.101,1.947,enzyme  hydrolase,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
Nc1c2c(nc3ccccc13)CCCC2,Nc1c2c(nc3ccccc13)CCC(O)C2,TACRINE,N/A,CHEMBL220,P22303,pIC50,6.71,5.72,=,=,Both,BindingDB,DrugBank,2.7,1.67,38.91,59.14,2.101,1.788,enzyme  hydrolase,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,AMODIAQUINE,DESETHYL AMODIAQUINE,CHEMBL289,P10635,pIC50,5.54,5.19,=,=,ChEMBL,ChEMBL,DrugBank,5.18,4.45,48.39,57.18,3.953,3.652,enzyme  cytochrome p450  cyp_2  cyp_2d  cyp_2d6,C-C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,AMODIAQUINE,DESETHYL AMODIAQUINE,CHEMBL240,Q12809,pIC50,5.62,5.02,=,=,Both,Both,DrugBank,5.18,4.45,48.39,57.18,3.953,3.652,ion channel  vgc  k  vg k,C-C-[N;H0;D3;+0:1]>>[NH;D2;+0:1],DM- set
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CC2)CCC314,NALTREXONE,N/A,CHEMBL233,P35372,pKi,9.4,9.36,=,=,Both,BindingDB,DrugBank,1.53,1.32,70.0,73.16,2.041,1.931,membrane receptor  7tm1  peptide  short peptide  opioid receptor,[C;H0;D3;+0:1]=[O;H0;D1;+0:2]>>[CH;D3;+0:1]-[OH;D1;+0:2],DM+ set
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CC2)CCC314,NALTREXONE,N/A,CHEMBL236,P41143,pKi,7.57,7.07,=,=,Both,BindingDB,DrugBank,1.53,1.32,70.0,73.16,2.041,1.931,membrane receptor  7tm1  peptide  short peptide  opioid receptor,[C;H0;D3;+0:1]=[O;H0;D1;+0:2]>>[CH;D3;+0:1]-[OH;D1;+0:2],DM+ set
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CC2)CCC314,NALTREXONE,N/A,CHEMBL237,P41145,pKi,9.05,8.9,=,=,Both,BindingDB,DrugBank,1.53,1.32,70.0,73.16,2.041,1.931,membrane receptor  7tm1  peptide  short peptide  opioid receptor,[C;H0;D3;+0:1]=[O;H0;D1;+0:2]>>[CH;D3;+0:1]-[OH;D1;+0:2],DM+ set
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,NC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,SERTRALINE,DASOTRALINE,CHEMBL2035,P08912,pKi,5.72,5.42,=,=,BindingDB,BindingDB,Both,5.18,4.92,12.03,26.02,3.625,3.378,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM- set
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,NC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,SERTRALINE,DASOTRALINE,CHEMBL245,P20309,pKi,5.89,5.46,=,=,BindingDB,BindingDB,Both,5.18,4.92,12.03,26.02,3.625,3.378,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM- set
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,NC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,SERTRALINE,DASOTRALINE,CHEMBL222,P23975,pKi,6.09,6.04,=,=,BindingDB,BindingDB,Both,5.18,4.92,12.03,26.02,3.625,3.378,transporter  electrochemical  slc  slc06,C-[NH;D2;+0:1]>>[NH2;D1;+0:1],DM- set
